C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
129 |  15910.59|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 3                |PM*|03 27 54.2538632850 +24 56 11.312476587|     ~|     ~|     ~|     ~|14.34 |~              |   5|   0
130 |  15910.59|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 3                |PM*|03 27 54.2538632850 +24 56 11.312476587|     ~|     ~|     ~|     ~|14.34 |~              |   5|   0
131 |  16087.71|    98|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 4                |*  |03 28 01.5641519330 +23 04 42.513126296|     ~|     ~|     ~|     ~|15.05 |~              |   5|   0
132 |  16087.71|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 4                |*  |03 28 01.5641519330 +23 04 42.513126296|     ~|     ~|     ~|     ~|15.05 |~              |   5|   0
133 |  16087.71|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 4                |*  |03 28 01.5641519330 +23 04 42.513126296|     ~|     ~|     ~|     ~|15.05 |~              |   5|   0
134 |  14275.54|    81|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 9                |*  |03 29 58.7440962878 +23 22 18.575454396|     ~|     ~|     ~|     ~|14.39 |~              |   7|   0
135 |  14275.54|    98|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 9                |*  |03 29 58.7440962878 +23 22 18.575454396|     ~|     ~|     ~|     ~|14.39 |~              |   7|   0
136 |  14275.54|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 9                |*  |03 29 58.7440962878 +23 22 18.575454396|     ~|     ~|     ~|     ~|14.39 |~              |   7|   0
137 |  14275.54|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 9                |*  |03 29 58.7440962878 +23 22 18.575454396|     ~|     ~|     ~|     ~|14.39 |~              |   7|   0
138 |  14066.79|    63|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 12               |PM*|03 30 35.3807137185 +23 03 08.265855225|     ~|     ~|     ~|     ~|16.68 |~              |   5|   0
139 |  14066.79|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 12               |PM*|03 30 35.3807137185 +23 03 08.265855225|     ~|     ~|     ~|     ~|16.68 |~              |   5|   0
140 |  13465.43|    99|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 14               |*  |03 31 11.9041105767 +25 09 54.205672144|     ~|15.944|14.513|     ~|12.647|~              |   6|   0
141 |  13465.43|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 14               |*  |03 31 11.9041105767 +25 09 54.205672144|     ~|15.944|14.513|     ~|12.647|~              |   6|   0
142 |  13465.43|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 14               |*  |03 31 11.9041105767 +25 09 54.205672144|     ~|15.944|14.513|     ~|12.647|~              |   6|   0
143 |  13465.43|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 14               |*  |03 31 11.9041105767 +25 09 54.205672144|     ~|15.944|14.513|     ~|12.647|~              |   6|   0
144 |  12661.77|    84|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 17               |Er*|03 32 07.8644288950 +23 13 57.419078602|     ~|     ~|     ~|     ~|14.71 |~              |  12|   0
145 |  12661.77|    96|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 17               |Er*|03 32 07.8644288950 +23 13 57.419078602|     ~|     ~|     ~|     ~|14.71 |~              |  12|   0
146 |  12661.77|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 17               |Er*|03 32 07.8644288950 +23 13 57.419078602|     ~|     ~|     ~|     ~|14.71 |~              |  12|   0
147 |  12661.77|   100|2017AJ....154..224R|B              |Cl* Melotte 22 DH 17               |Er*|03 32 07.8644288950 +23 13 57.419078602|     ~|     ~|     ~|     ~|14.71 |~              |  12|   0
148 |  12661.77|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 17               |Er*|03 32 07.8644288950 +23 13 57.419078602|     ~|     ~|     ~|     ~|14.71 |~              |  12|   0
149 |  11919.61|    64|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 21               |PM*|03 32 33.7046566246 +24 29 34.987129568|     ~|     ~|     ~|     ~|14.56 |~              |   5|   0
150 |  11919.61|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 21               |PM*|03 32 33.7046566246 +24 29 34.987129568|     ~|     ~|     ~|     ~|14.56 |~              |   5|   0
151 |  11919.61|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 21               |PM*|03 32 33.7046566246 +24 29 34.987129568|     ~|     ~|     ~|     ~|14.56 |~              |   5|   0
152 |  11932.56|    99|2017AJ....154..224R|B              |Cl* Melotte 22 DH 22               |*  |03 32 42.3039327712 +23 34 00.330421831|     ~|     ~|     ~|     ~|15.00 |~              |  13|   0
153 |  11932.56|    99|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 22               |*  |03 32 42.3039327712 +23 34 00.330421831|     ~|     ~|     ~|     ~|15.00 |~              |  13|   0
154 |  11932.56|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 22               |*  |03 32 42.3039327712 +23 34 00.330421831|     ~|     ~|     ~|     ~|15.00 |~              |  13|   0
155 |  11932.56|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 22               |*  |03 32 42.3039327712 +23 34 00.330421831|     ~|     ~|     ~|     ~|15.00 |~              |  13|   0
156 |  11932.56|   100|2018A&A...618A..93C|B              |Cl* Melotte 22 DH 22               |*  |03 32 42.3039327712 +23 34 00.330421831|     ~|     ~|     ~|     ~|15.00 |~              |  13|   0
157 |  12693.44|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 23               |PM*|03 32 51.4233172302 +25 34 46.246161659|     ~|15.248|13.933|     ~|12.276|~              |   3|   0
158 |  20286.77|     0|2010MNRAS.408..475H|B              |LP 356-751                         |PM*|03 24 36.1777395939 +21 50 18.474849052|     ~|     ~|15.98 |     ~|     ~|~              |   7|   0
159 |  14157.80|     0|2010MNRAS.408..475H|B              |TYC 1798-1002-1                    |PM*|03 30 36.4319504499 +22 57 15.837075386|     ~|12.30 |11.34 |     ~|     ~|K2             |   4|   0
160 |  15289.15|   100|2017A&A...601A..19G|B              |BD+21 474                          |PM*|03 31 28.3428143362 +21 49 18.887939201| 9.250| 9.280| 8.880|     ~|     ~|F2             |  18|   0
161 |  15289.15|   100|2017AJ....154..224R|B              |BD+21 474                          |PM*|03 31 28.3428143362 +21 49 18.887939201| 9.250| 9.280| 8.880|     ~|     ~|F2             |  18|   0
162 |  15289.15|   100|2018A&A...616A..10G|B              |BD+21 474                          |PM*|03 31 28.3428143362 +21 49 18.887939201| 9.250| 9.280| 8.880|     ~|     ~|F2             |  18|   0
163 |  20452.83|     0|2010MNRAS.408..475H|B              |BD+20 565                          |*  |03 26 22.6242154759 +21 00 53.547137513|     ~|11.24 |10.90 |     ~|     ~|F0             |   3|   0
164 |  13539.64|    97|2019PASP..131d4101G|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
165 |  13539.64|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
166 |  13539.64|   100|2009A&A...498..949M|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
167 |  13539.64|   100|2010MNRAS.408..475H|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
168 |  13539.64|   100|2017A&A...601A..19G|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
169 |  13539.64|   100|2017AJ....154..224R|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
170 |  13539.64|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 AK 2131             |PM*|03 33 05.8238275768 +22 08 03.304582964|     ~|12.171|11.360|     ~|10.495|~              |  21|   0
171 |  16579.93|     0|2009A&A...498..949M|B              |BD+21 470                          |PM*|03 30 16.8871953630 +21 35 25.940001275|     ~|10.80 |10.15 |     ~|     ~|~              |   5|   0
172 |  12040.65|    93|2019PASP..131d4101G|B              |Cl* Melotte 22 AK 2138             |Er*|03 33 13.8952602504 +23 00 23.213633707|     ~|12.919|11.980|     ~|10.952|~              |  21|   0
173 |  12040.65|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 AK 2138             |Er*|03 33 13.8952602504 +23 00 23.213633707|     ~|12.919|11.980|     ~|10.952|~              |  21|   0
174 |  12040.65|   100|2009A&A...498..949M|B              |Cl* Melotte 22 AK 2138             |Er*|03 33 13.8952602504 +23 00 23.213633707|     ~|12.919|11.980|     ~|10.952|~              |  21|   0
175 |  12040.65|   100|2017A&A...601A..19G|B              |Cl* Melotte 22 AK 2138             |Er*|03 33 13.8952602504 +23 00 23.213633707|     ~|12.919|11.980|     ~|10.952|~              |  21|   0
176 |  12040.65|   100|2017AJ....154..224R|B              |Cl* Melotte 22 AK 2138             |Er*|03 33 13.8952602504 +23 00 23.213633707|     ~|12.919|11.980|     ~|10.952|~              |  21|   0
177 |  17274.19|    75|2009A&A...498..949M|S              |Cl* Melotte 22 AK II-46            |*  |03 31 24.0394602891 +20 56 44.717992050|     ~|12.08 |11.46 |     ~|     ~|~              |   2|   0
178 |  21737.65|     0|2010MNRAS.408..475H|B              |TYC 1245-48-1                      |*  |03 25 29.5612325615 +20 41 13.191922119|     ~|11.62 |11.20 |     ~|     ~|~              |   1|   0
179 |  23047.29|     0|2010MNRAS.408..475H|B              |TYC 1245-59-1                      |*  |03 22 30.6167755921 +21 06 24.856194874|     ~|11.21 |10.36 |     ~|     ~|~              |   2|   0
180 |  20089.23|     0|2010MNRAS.408..475H|B              |TYC 1245-397-1                     |*  |03 26 31.6125473808 +21 08 41.256952273|     ~|10.63 |10.08 |     ~|     ~|~              |   1|   0
181 |  18939.52|     0|2010MNRAS.408..475H|B              |TYC 1245-982-1                     |*  |03 25 17.6102954642 +22 26 00.270105747|     ~|11.30 |10.64 |     ~|     ~|~              |   1|   0
182 |  17685.71|     0|2010MNRAS.408..475H|B              |TYC 1245-1095-1                    |*  |03 27 29.2016112899 +22 06 51.538769132|     ~|11.31 |10.60 |     ~|     ~|~              |   1|   0
183 |  14903.59|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 10               |PM*|03 30 08.2620402221 +22 38 38.743144602|     ~|     ~|     ~|     ~|15.16 |~              |   4|   0
184 |  13394.84|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 19               |*  |03 32 28.2940018144 +22 28 06.450793025|     ~|     ~|     ~|     ~|18.07 |~              |   5|   0
185 |  13618.29|    96|2019PASP..131d4101G|B              |Cl* Melotte 22 DH 20               |*  |03 32 32.9598618311 +22 18 12.426235694|     ~|     ~|     ~|     ~|15.42 |~              |   5|   0
186 |  13618.29|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 20               |*  |03 32 32.9598618311 +22 18 12.426235694|     ~|     ~|     ~|     ~|15.42 |~              |   5|   0
187 |  13618.29|   100|2018A&A...616A..10G|B              |Cl* Melotte 22 DH 20               |*  |03 32 32.9598618311 +22 18 12.426235694|     ~|     ~|     ~|     ~|15.42 |~              |   5|   0
188 |  12786.52|    99|2017AJ....154..224R|B              |Cl* Melotte 22 DH 27               |Er*|03 33 10.4902068718 +22 31 19.310110135|     ~|17.093|15.554|     ~|13.360|~              |  10|   0
189 |  12786.52|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 27               |Er*|03 33 10.4902068718 +22 31 19.310110135|     ~|17.093|15.554|     ~|13.360|~              |  10|   0
190 |  12786.52|   100|2010MNRAS.408..475H|B              |Cl* Melotte 22 DH 27               |Er*|03 33 10.4902068718 +22 31 19.310110135|     ~|17.093|15.554|     ~|13.360|~              |  10|   0
191 |  12736.26|    87|2012MNRAS.422.1495L|B              |Cl* Melotte 22 DH 29               |*  |03 33 38.9948936653 +22 21 08.838274031|     ~|     ~|     ~|     ~|15.61 |~              |   5|   0
192 |  12736.26|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 29               |*  |03 33 38.9948936653 +22 21 08.838274031|     ~|     ~|     ~|     ~|15.61 |~              |   5|   0
193 |  28104.68|     0|2010MNRAS.408..475H|B              |TYC 1237-128-1                     |*  |03 23 12.8692106305 +18 36 37.755700827|     ~|11.31 |10.97 |     ~|     ~|~              |   2|   0
194 |  25713.93|     0|2010MNRAS.408..475H|B              |BD+17 558                          |V* |03 28 08.5751256541 +18 28 54.680834036|     ~|10.72 |10.17 | 9.83 |     ~|F0             |   5|   0
195 |  23495.85|     0|2010MNRAS.408..475H|B              |V* SZ Ari                          |Al*|03 26 23.8949962387 +19 40 10.230492470|     ~|11.70 |11.25 |     ~|     ~|F0             |  19|   0
196 |  24376.21|     0|2010MNRAS.408..475H|B              |G 6-7                              |Er*|03 26 44.9605345190 +19 14 40.255287051|     ~|16.5  |     ~|14.2  |     ~|M4.5V          |  26|   0
197 |  18856.45|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK II-29            |*  |03 30 44.9986851593 +20 28 03.948096210|     ~|13.17 |12.06 |     ~|     ~|~              |   2|   0
198 |  23321.19|     0|2010MNRAS.408..475H|B              |TYC 1241-416-1                     |*  |03 24 40.8229403538 +20 12 27.863078265|     ~|10.89 |10.28 |     ~|     ~|~              |   1|   0
199 |  24732.73|     0|2010MNRAS.408..475H|B              |TYC 1241-453-1                     |*  |03 25 02.1255070735 +19 30 31.230555566|     ~|10.08 | 9.82 |     ~|     ~|~              |   1|   0
200 |  27964.17|     0|2010MNRAS.408..475H|B              |BD+16 455                          |*  |03 32 08.9767175976 +17 10 03.149361861|     ~|10.40 |10.03 |     ~|     ~|A5             |   6|   0
201 |  28839.01|     0|2010MNRAS.408..475H|B              |TYC 1237-656-1                     |*  |03 26 17.1935204012 +17 43 40.936863886|     ~|11.40 |10.89 |     ~|     ~|~              |   2|   0
202 |  28062.20|     0|2010MNRAS.408..475H|B              |CSS 73                             |S* |03 28 09.6971511777 +17 40 46.649445704|     ~|     ~|     ~|     ~|     ~|S              |   4|   0
203 |  17671.35|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 72               |PM*|03 37 30.2792104972 +28 32 26.825474677|     ~|     ~|     ~|     ~|15.93 |~              |   2|   0
204 |  17749.18|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 133              |PM*|03 40 19.9065690098 +28 48 57.415447628|     ~|13.918|12.969|     ~|11.855|~              |   3|   0
205 |  14573.17|    95|2019PASP..131d4101G|B              |BD+26 579                          |PM*|03 36 08.4567631856 +27 20 34.714503914|     ~| 9.88 | 9.30 |     ~|     ~|G0             |   7|   0
206 |  14573.17|   100|2017A&A...601A..19G|B              |BD+26 579                          |PM*|03 36 08.4567631856 +27 20 34.714503914|     ~| 9.88 | 9.30 |     ~|     ~|G0             |   7|   0
207 |  14573.17|   100|2018A&A...616A..10G|B              |BD+26 579                          |PM*|03 36 08.4567631856 +27 20 34.714503914|     ~| 9.88 | 9.30 |     ~|     ~|G0             |   7|   0
208 |  13071.96|     0|2010MNRAS.408..475H|B              |BD+26 580                          |*  |03 36 29.9202744553 +26 52 05.719167115|     ~|11.73 |10.94 |     ~|     ~|G0             |   3|   0
209 |  13288.56|     0|2010MNRAS.408..475H|B              |BD+25 572                          |*  |03 34 15.2168 +26 25 26.406            |     ~|11.83 |10.37 |     ~|     ~|G0             |   4|   0
210 |  12237.76|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 AK 3327             |SB*|03 34 47.2170398794 +26 05 41.439476223|     ~|11.114|10.461|10.08 | 9.720|~              |  11|   0
211 |  12237.76|   100|2009A&A...498..949M|B              |Cl* Melotte 22 AK 3327             |SB*|03 34 47.2170398794 +26 05 41.439476223|     ~|11.114|10.461|10.08 | 9.720|~              |  11|   0
212 |  12237.76|   100|2010MNRAS.408..475H|B              |Cl* Melotte 22 AK 3327             |SB*|03 34 47.2170398794 +26 05 41.439476223|     ~|11.114|10.461|10.08 | 9.720|~              |  11|   0
213 |  15893.50|     0|2010MNRAS.408..475H|B              |Cl* Melotte 22 PELS 130            |*  |03 35 44.0160843311 +27 43 58.862018217|     ~|11.65 |10.95 |     ~|     ~|~              |   2|   0
214 |  15270.92|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK III-289          |PM*|03 33 54.2073715932 +27 09 49.736836787|     ~|12.69 |12.29 |     ~|     ~|~              |   2|   0
215 |  14254.51|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK III-301          |*  |03 34 06.6380292765 +26 48 10.993960097|     ~|12.04 |11.49 |     ~|     ~|~              |   2|   0
216 |  14114.32|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK III-310          |*  |03 34 16.0941546761 +26 47 02.026362323|     ~|12.36 |11.53 |     ~|     ~|~              |   2|   0
217 |  12727.98|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK III-316          |*  |03 34 33.7015857673 +26 15 27.541423688|     ~|     ~|11.8  |     ~|     ~|~              |   3|   0
218 |  12727.98|     0|2010MNRAS.408..475H|B              |Cl* Melotte 22 AK III-316          |*  |03 34 33.7015857673 +26 15 27.541423688|     ~|     ~|11.8  |     ~|     ~|~              |   3|   0
219 |  16290.03|     0|2009A&A...498..949M|B              |Cl* Melotte 22 AK III-325          |*  |03 34 34.879 +27 40 39.27              |     ~|12.31 |11.89 |     ~|     ~|~              |   2|   0
220 |  11723.16|     0|2009A&A...498..949M|B              |Cl* Melotte 22 DH 52               |SB*|03 36 10.7573857164 +26 15 52.449376085|     ~|10.741|10.206|     ~| 9.522|~              |   6|   0
221 |  11723.16|   100|2007ApJS..172..663S|B              |Cl* Melotte 22 DH 52               |SB*|03 36 10.7573857164 +26 15 52.449376085|     ~|10.741|10.206|     ~| 9.522|~              |   6|   0
222 |  11723.16|   100|2010MNRAS.408..475H|B              |Cl* Melotte 22 DH 52               |SB*|03 36 10.7573857164 +26 15 52.449376085|     ~|10.741|10.206|     ~| 9.522|~              |   6|   0
